nquest,quest,nquestp,contint,nopcf,stupcf,conpcf,setpcf,anapcf,citpcf,vitpcf,nompcf,anmortpcf,itpcf,nomcf,stumcf,conmcf,setmcf,anamcf,citmcf,vitmcf,nommcf,anmortmcf,itmcf,vitfcf,nfratcf,nsorecf,vitfco,nfratco,nsoreco,figlicf,nfiglicf,nfiglinoit,parnoit,anconv,motivpcf,motivmcf,NCOMP,CAPI
507622,3,,2,1,2,8,4,1926,,2,1,2000,,1,2,8,4,1927,,2,1,2003,,2,,,,,,1,1,,,,,,1,0
507626,3,,3,1,2,1,4,1936,,1,,,,1,2,1,1,1940,,1,,,,1,1,0,1,1,2,2,,,,1992,,,4,0
507638,3,,2,1,1,1,4,1909,,2,1,1997,,1,1,9,,1912,,2,1,1989,,1,0,1,,,,2,,,2,,,,1,1
507640,3,,1,1,2,1,4,1916,,2,1,1974,,1,2,9,,1914,,2,1,1972,,1,2,0,1,2,1,1,1,,,1965,,,2,1
507644,3,,4,1,2,1,1,1926,,2,1,1966,,1,2,1,1,1927,,2,1,1992,,1,2,0,2,,,2,,,,1985,,,7,1
507656,3,,2,1,1,1,4,1914,,2,1,1952,,1,1,9,,1913,,2,1,1991,,1,1,1,,,,1,2,,,,,,1,1
507663,3,,4,1,2,1,2,1922,,2,1,2005,,1,2,9,,1924,,2,1,2008,,2,,,1,0,1,2,,,,1979,,,3,0
507664,3,,1,1,3,2,3,1946,,2,1,1998,,1,2,9,,1948,,1,,,,1,3,2,1,2,0,2,,,,1987,,,3,0
507674,3,,4,1,2,1,2,1919,,2,1,2006,,1,2,1,3,1922,,1,,,,1,1,0,1,3,1,1,1,,,1971,,,4,0
507675,3,,3,1,1,1,1,1915,,2,1,1991,,1,1,1,1,1921,,1,,,,1,3,3,1,1,0,2,,,,1975,,,4,0
507680,3,,1,1,1,1,1,1900,,2,1,1976,,1,1,1,1,1901,,2,1,1998,,1,0,1,,,,1,2,,,,,,2,0
507691,3,,4,1,2,1,2,1913,,2,1,1977,,1,2,9,,1920,,2,1,2002,,1,0,1,,,,2,,,2,,,,1,0
507693,3,,2,1,2,1,2,1930,,2,1,2007,,1,2,9,,,,,,,,1,0,1,,,,2,,,2,,,,3,0
507702,3,,2,1,5,6,4,1893,,2,1,1944,,1,2,9,,1900,,2,1,1960,,1,1,1,,,,1,1,,2,,,,1,0
507724,3,,4,1,1,1,3,1908,,2,1,1982,,1,1,9,,1911,,2,1,1986,,1,1,1,,,,2,,,2,,,,1,0
507728,3,,4,1,3,2,3,1922,,1,,,,1,3,9,,1927,,2,1,2005,,1,0,1,1,0,1,1,1,,,1978,,,2,0
507746,3,,1,1,2,1,2,1907,,2,1,1922,,1,1,9,,1892,,2,1,1975,,2,,,1,1,0,1,1,,,1947,,,2,0
507750,3,,2,1,2,1,4,1940,,1,,,,1,2,9,,1944,,2,1,1990,,1,1,1,1,1,0,2,,,,1998,,,4,0
507752,3,,2,1,2,1,2,1932,,1,,,,1,1,9,,1931,,1,,,,1,1,2,2,,,2,,,,1981,,,4,0
507823,3,,4,1,3,8,4,1913,,2,1,1995,,1,2,8,4,1920,,2,1,2003,,1,1,3,,,,1,1,,,,,,2,0
507839,3,,4,1,2,8,4,1928,,2,1,2006,,1,2,8,4,1932,,1,,,,1,1,0,1,0,1,2,,,,1995,,,3,0
507843,3,,3,1,1,1,3,1901,,2,1,1937,,1,1,1,3,1904,,2,1,1963,,1,1,1,,,,1,3,,,,,,1,0
507863,3,,3,1,2,1,1,1900,,2,1,1982,,1,2,1,1,1906,,2,1,1991,,1,2,1,,,,2,,,2,,,,1,0
507905,3,,1,1,2,1,2,1927,,2,1,1995,,1,2,9,,1931,,1,,,,1,0,2,1,0,2,1,2,,,1981,,,4,1
507908,3,,1,1,2,1,1,1920,,2,1,1980,,1,2,9,,1925,,1,,,,1,0,1,1,0,3,2,,,,1983,,,3,1
507912,3,,1,1,1,1,1,1907,,2,2,,,1,1,9,,1910,,2,2,,,1,0,1,,,,1,2,,,,,,1,1
507913,3,,1,1,2,2,3,1910,,2,1,1987,,1,2,9,,1927,,2,1,2003,,1,0,1,,,,2,,,,,,,3,1
507922,3,,1,1,2,1,3,1933,,2,1,1996,,1,2,9,,,,,,,,2,,,,,,2,,,2,,,,3,1
507924,3,,1,1,2,1,1,1909,,2,1,1970,,1,2,9,,1912,,2,1,1974,,1,0,1,1,0,3,1,1,,,1965,,,3,1
507998,3,,2,1,2,10,,1930,,3,,,,2,,,,,,3,,,,1,0,4,1,0,1,2,,,,1973,,,3,1
508046,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,1,3,0,2,,,1,1,,,1970,,,4,1
508152,3,,2,1,1,9,,1904,,2,1,1983,,2,,,,,,2,2,,,1,3,2,1,1,0,1,1,0,,1981,,,3,1
508240,3,,2,1,3,2,1,1918,,2,1,2000,,1,2,9,,1920,,2,1,2004,,1,0,1,1,1,0,1,2,,,1967,,,2,1
508305,3,,2,1,7,1,2,1917,,2,1,1942,,1,1,9,,1912,,2,1,1990,,2,,,,,,2,,,,,,,1,0
508505,3,,2,1,5,5,3,1900,,2,1,1941,,1,3,9,,1907,,2,1,2000,,1,1,0,,,,2,,,2,,,,1,0
508861,3,,3,1,1,1,1,1924,,2,1,1958,,1,1,9,,1929,,1,,,,1,1,0,1,1,0,2,,,,1976,,,4,1
508922,3,,3,1,1,8,1,1925,,2,1,1978,,1,1,1,4,,,,,,,1,1,1,1,3,0,2,,,,1984,,,5,1
508926,3,,2,1,1,1,1,1880,,2,1,1940,,1,1,9,,1890,,2,1,1959,,2,,,2,,,1,2,,,1948,,,2,1
508932,3,,1,1,7,8,4,1916,,2,1,1981,,1,7,9,,1924,,1,,,,1,3,0,2,,,2,,,,1979,,,3,1
508984,3,,1,1,1,1,1,1902,,2,2,,,1,1,9,,1910,,2,1,1981,,1,3,2,,,,2,,,,,,,1,1
508999,3,,4,1,2,1,1,1922,,2,1,1998,,1,1,9,,1923,,2,1,1995,,1,1,1,1,1,1,2,,,,1981,,,5,1
509003,3,,4,1,2,8,4,1914,,2,1,1988,,1,2,8,4,1915,,2,1,1990,,1,1,0,1,1,1,1,1,,,1971,,,3,0
509005,3,,1,1,3,1,3,1929,,1,,,,1,2,9,,1931,,1,,,,1,1,0,1,2,1,1,1,,,1980,,,3,1
509006,3,,1,1,2,1,4,1935,,1,,,,1,2,9,,1940,,1,,,,1,1,1,,,,2,,,2,,,,1,1
509054,3,,1,1,1,8,1,1904,,2,1,1985,,1,1,9,,1911,,2,1,1994,,1,1,1,1,2,2,1,3,,,1965,,,2,1
509057,3,,4,1,1,8,1,1926,,2,1,2001,,1,1,8,1,1924,,1,,,,1,1,1,1,0,1,1,1,,,1978,,,4,1
509064,3,,2,1,1,8,1,1906,,2,1,1985,,1,1,8,1,1905,,2,2,,,1,0,1,,,,2,,,,,,,1,1
509068,3,,1,1,1,8,4,1901,,2,1,1961,,1,1,9,,1900,,2,1,1980,,1,1,3,,,,1,2,,,,,,1,1
509069,3,,2,1,1,1,3,1902,,2,1,1991,,1,1,8,4,1909,,2,1,1984,,1,2,4,1,4,4,2,,,,1976,,,4,1
509071,3,,1,1,2,8,1,1911,,2,1,1988,,1,1,9,,1913,,2,1,1994,,1,2,0,1,1,1,1,1,,,1971,,,3,1
509074,3,,2,1,3,2,3,1926,,2,1,1992,,1,3,9,,1924,,2,1,1989,,1,1,0,1,1,2,2,,,,1981,,,5,1
509076,3,,3,1,2,1,2,1934,,2,1,2008,,1,1,9,,1936,,1,,,,1,4,1,1,1,1,2,,,,1982,,,6,1
509108,3,,1,1,1,10,,1933,,1,,,,1,1,10,,1936,,2,1,1979,,1,1,2,1,1,4,1,2,,,1992,,,5,1
509120,3,,1,1,2,1,2,1935,,2,1,2008,,1,1,1,1,1939,,1,,,,1,1,2,1,0,3,2,,,,1994,,,5,1
509123,3,,1,1,3,1,4,1904,,2,2,,,1,1,9,,1905,,2,2,,,1,3,0,,,,1,2,,,,,,1,1
509139,3,,1,1,7,1,4,1923,,2,1,1974,,1,1,9,,1926,,2,1,1999,,2,,,1,0,1,2,,,,1981,,,4,1
509366,3,,2,1,2,1,4,1920,,2,1,2002,,1,2,9,,1923,,2,1,2005,,1,0,1,1,5,3,1,1,,,1980,,,3,1
509512,3,,1,1,2,2,4,1916,,2,1,1987,,1,1,9,,1927,,2,1,2007,,1,2,1,1,1,2,2,,,,1979,,,4,1
509516,3,,1,1,2,1,1,1916,,2,1,2006,,1,1,9,,1922,,2,1,2001,,1,2,0,1,2,2,1,1,,,1978,,,4,1
509550,3,,3,1,4,6,4,1908,,2,1,1979,,1,4,9,,1912,,2,1,2002,,1,3,0,2,,,2,,,,1974,,,4,1
509601,3,,3,1,2,4,4,1930,,1,,,,1,2,9,,1944,,1,,,,1,3,3,1,2,0,2,,,,1987,,,4,1
509684,3,,1,1,2,1,4,1920,,2,1,2006,,1,2,1,3,1924,,2,1,1999,,1,4,2,,,,2,,,,,,,3,1
509689,3,,1,1,2,1,2,1916,,2,1,2000,,1,2,9,,1921,,2,1,1997,,1,1,1,1,2,2,1,2,,,1982,,,3,1
509695,3,,1,1,2,1,4,1925,,2,1,1989,,1,2,9,,1933,,2,1,1980,,1,2,0,1,2,0,2,,,,1990,,,4,1
509710,3,,1,1,2,1,4,1928,,1,,,,1,2,9,,1933,,1,,,,1,2,2,1,1,2,2,,,,1982,,,4,1
509712,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,1,1
509717,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,,,,1,2,,2,,,,1,1
509720,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,2,,,,,,1,1
509806,3,,3,1,1,8,1,1927,,1,,,,1,1,9,,1936,,2,1,1996,,1,1,2,2,,,2,,,,1985,,,4,1
509808,3,,2,1,4,3,3,1924,,1,,,,1,4,3,3,1930,,2,1,1997,,1,1,0,,,,1,2,,2,,,,1,1
509869,3,,1,1,1,1,2,1907,,2,1,1982,,1,1,9,,1907,,2,1,1985,,1,6,0,1,0,1,1,2,,,1968,,,2,1
509871,3,,3,1,3,1,2,1922,,2,1,1964,,1,3,9,,1923,,2,1,2006,,1,1,1,1,2,0,1,2,,,1973,,,3,1
509889,3,,1,1,1,1,1,1935,,2,1,2003,,1,1,9,,1935,,1,,,,1,2,1,1,1,1,2,,,,1988,,,3,1
509990,3,,1,1,1,1,1,1914,,2,1,1982,,1,1,1,1,1914,,2,1,1977,,1,0,1,,,,2,,,,,,,3,0
509997,3,,1,2,,,,,,2,2,,,2,,,,,,,,,,2,,,1,1,1,2,,,,1998,,,3,0
510001,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,2,1,1,1,1,2,,,1956,,,2,0
510039,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,,,,,1,1
510071,3,,3,1,4,9,,1913,,2,1,1998,,1,2,9,,1913,,2,1,2002,,1,1,0,1,1,1,1,2,,,1962,,,2,1
510097,3,,1,1,2,9,,1922,,2,1,1995,,1,2,9,,,,,,,,1,1,1,1,1,1,1,2,,,1971,,,3,1
510109,3,,1,1,1,9,,1906,,2,1,1998,,1,1,9,,1914,,2,1,2000,,1,2,0,1,4,1,1,2,,,1964,,,2,1
510112,3,,2,1,2,1,4,1927,,2,1,2005,,1,1,9,,1931,,2,1,2008,,1,0,2,,,,2,,,2,,,,1,1
510181,3,,1,1,1,8,1,1898,,2,2,,,1,1,8,1,1903,,2,2,,,1,1,1,1,1,2,1,1,,,1947,,,2,1
510210,3,,1,1,1,8,1,1900,,2,1,1982,,1,1,8,1,1900,,2,1,1975,,1,5,4,1,1,2,1,3,,,1961,,,3,1
510220,3,,1,1,2,8,1,1906,,2,1,1992,,1,1,8,1,1907,,2,1,1946,,2,,,,,,2,,,2,,,,1,1
510224,3,,2,1,2,8,2,1938,,1,,,,1,2,9,,1937,,2,1,1992,,1,0,2,1,1,2,2,,,,1990,,,4,1
510231,3,,1,1,1,8,1,1908,,2,1,1977,,1,1,8,1,1913,,2,1,2003,,1,4,1,2,,,1,2,,,1966,,,4,1
510239,3,,4,1,3,8,4,1945,,2,1,1985,,1,2,9,,1946,,1,,,,1,1,0,1,2,6,2,,,,1990,,,4,1
510244,3,,2,1,2,9,,1910,,2,1,1997,,1,2,9,,1920,,1,,,,1,0,1,1,2,2,1,2,,,1973,,,2,1
510245,3,,3,1,2,9,,1908,,2,1,1987,,1,4,9,,1920,,2,1,2002,,1,0,2,1,1,2,1,2,,,1991,,,2,1
510329,3,,2,1,1,1,4,1937,,1,,,,1,1,9,,1937,,1,,,,1,1,2,1,4,3,2,,,,1990,,,5,1
510344,3,,3,1,2,9,,1907,,2,1,1989,,1,2,9,,1913,,2,1,1998,,1,3,2,,,,1,1,,,,,,2,1
510345,3,,3,1,2,8,1,1935,,1,,,,1,2,8,4,1943,,1,,,,1,2,2,1,3,1,2,,,,1989,,,5,1
510374,3,,1,1,2,1,4,1940,,1,,,,1,3,1,4,1943,,1,,,,1,1,1,1,1,1,2,,,,1987,,,5,1
510432,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,1,1,3,2,1,2,,,1958,,,3,1
510433,3,,2,1,2,1,4,1929,,1,,,,1,2,1,1,1936,,1,,,,1,0,1,1,2,3,2,,,,1983,,,4,1
510437,3,,2,1,2,9,,1908,,2,2,,,1,2,9,,1914,,2,2,,,1,1,2,1,2,4,1,5,,,1960,,,2,1
510439,3,,1,1,2,1,1,1918,,2,1,2005,,1,2,9,,1925,,2,1,2002,,1,0,2,1,2,0,2,,,,1977,,,4,1
510515,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,1,1,4,1,2,,,1965,,,2,1
510555,3,,3,1,1,1,1,1909,,2,1,1993,,1,1,9,,1910,,2,1,1997,,2,,,1,0,2,1,3,,,1963,,,2,1
510587,3,,1,1,2,9,,1902,,2,1,1949,,1,2,9,,1907,,2,2,,,1,0,1,,,,1,2,,,,,,2,1
510634,3,,1,1,2,1,1,1908,,2,1,1977,,1,1,9,,1908,,2,1,2005,,1,1,5,2,,,2,,,,1984,,,2,1
510984,3,,1,1,2,1,2,1914,,2,1,1963,,1,2,9,,1923,,1,,,,1,4,2,1,1,3,2,,,,1982,,,4,1
511059,3,,1,1,1,1,1,1887,,2,1,1968,,1,1,9,,1893,,2,1,1986,,1,1,1,,,,1,5,,,,,,1,0
511074,3,,1,1,2,8,4,1897,,2,1,1973,,1,2,8,4,1900,,2,1,1980,,1,1,0,1,0,2,1,3,,,1965,,,2,0
511098,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,1,2,1,1,2,,,1945,,,2,0
511103,3,,1,1,7,2,2,1900,,2,1,1967,,1,7,9,,1909,,2,2,,,1,7,4,,,,2,,,,,,,1,0
511116,3,,1,1,1,1,1,1922,,2,1,1981,,1,1,8,1,,,,,,,2,,,,,,1,3,,2,,,,2,1
511130,3,,2,1,1,8,1,1906,,2,2,,,1,1,9,,1900,,2,1,1966,,1,0,2,1,3,0,2,,,,1953,,,2,1
511136,3,,1,1,1,1,1,1915,,2,1,1996,,1,1,9,,1918,,2,1,1994,,1,3,3,1,2,1,2,,,,1981,,,3,1
511147,3,,2,1,2,1,4,1923,,2,1,1997,,1,1,8,4,1928,,2,1,2001,,1,1,1,1,3,0,2,,,,1985,,,4,1
511160,3,,1,1,2,8,4,1898,,2,1,1973,,1,2,8,4,1903,,2,2,,,1,1,0,1,1,0,1,2,,,1968,,,2,1
511165,3,,2,1,2,8,4,1911,,2,1,1955,,1,2,9,,1916,,2,1,1989,,1,1,1,1,1,1,2,,,,1972,,,4,1
511166,3,,1,1,1,8,1,1907,,2,1,1990,,1,1,8,1,1909,,2,1,1977,,1,0,2,,,,1,3,,,,,,1,1
511170,3,,2,1,1,1,1,1919,,2,2,,,1,2,9,,1920,,2,2,,,1,2,2,1,1,0,2,,,,1977,,,4,1
511260,3,,1,1,2,8,4,1914,,2,1,1949,,1,2,9,,1920,,2,1,1996,,1,1,1,,,,2,,,2,,,,1,1
511307,3,,2,1,2,9,,1900,,2,1,1985,,1,2,9,,1906,,2,1,1987,,1,2,4,,,,1,3,,,,,,2,1
511315,3,,2,1,1,1,3,1914,,2,1,1984,,1,1,9,,1918,,1,,,,2,,,1,4,2,2,,,,1983,,,2,1
511342,3,,1,1,1,9,,1933,,2,1,1974,,1,1,9,,1934,,1,,,,1,5,2,,,,1,1,,2,,,,1,1
511352,3,,1,1,1,9,,1924,,2,1,1984,,1,1,9,,1926,,2,1,1985,,1,3,1,1,2,1,2,,,,1982,,,5,1
511354,3,,1,1,1,9,,1890,,2,1,1944,,1,1,9,,,,,,,,1,1,1,1,5,3,1,2,,,1965,,,3,1
511355,3,,1,1,1,9,,1921,,2,1,2002,,1,1,9,,1921,,2,1,1982,,1,1,2,1,2,3,2,,,,1973,,,5,1
511356,3,,1,1,2,9,,1926,,1,,,,1,2,9,,1934,,1,,,,1,0,3,1,2,2,2,,,,1991,,,4,1
511365,3,,1,1,3,4,3,1947,,1,,,,1,4,3,3,1953,,1,,,,1,2,0,1,3,3,2,,,,1994,,,4,1
511367,3,,2,1,1,9,,1908,,2,1,1966,,1,1,9,,1919,,2,1,2000,,1,1,1,1,3,4,1,2,,,1975,,,2,1
511416,3,,2,1,1,9,,1900,,2,2,,,1,1,9,,1905,,2,2,,,1,3,4,,,,1,5,,,,,,1,1
511419,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,,,,,1,1
511424,3,,2,1,2,9,,1924,,2,1,1999,,1,2,9,,1926,,2,1,1998,,1,1,2,1,0,2,1,2,,,1967,,,2,1
511431,3,,3,2,,,,,,3,,,,1,1,9,,1898,,2,1,1983,,2,,,1,3,1,1,4,,,1963,,,2,1
511435,3,,3,1,2,10,,1909,,2,1,1936,,1,2,9,,1914,,2,1,1989,,1,0,1,1,1,1,1,3,,,1962,,,2,1
511438,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,,,,2,,,2,,,,1,1
511443,3,,2,2,,,,,,1,,,,2,,,,,,,,,,1,1,2,1,2,1,2,,,,1981,,,4,1
511451,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,1,1,2,,,,1985,,,4,1
511474,3,,2,2,,,,,,1,,,,2,,,,,,1,,,,1,1,0,1,1,2,2,,,,1984,,,5,1
511489,3,,2,2,,,,,,1,,,,2,,,,,,1,,,,1,1,2,1,2,2,2,,,,1979,,,5,1
511491,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,2,,,1,3,,,1964,,,3,1
511494,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,1,0,4,1,1,,,1961,,,2,1
511495,3,,4,2,,,,,,2,1,1997,,2,,,,,,2,1,2004,,1,3,1,1,2,1,1,2,,,1977,,,2,1
511500,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,1,1,1,2,,,1956,,,3,1
511501,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,1,4,4,1,3,,,1968,,,2,1
511507,3,,2,1,3,3,3,1926,,1,,,,1,2,9,,1933,,1,,,,1,1,4,1,0,1,2,,,,1990,,,4,1
511519,3,,1,2,,,,,,3,,,,2,,,,,,2,2,,,1,1,1,,,,2,,,,,,,2,1
511525,3,,2,1,1,1,1,1915,,2,2,,,1,1,9,,1923,,1,,,,1,2,2,1,2,0,1,1,,,1980,,,3,1
511616,3,,1,1,2,2,3,1911,,2,2,,,1,2,9,,1914,,2,2,,,1,0,1,1,1,2,1,7,,,1969,,,2,1
511624,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,4,1,2,3,1,2,,,1966,,,2,1
511629,3,,1,1,2,1,2,1920,,2,2,,,1,2,9,,1924,,1,,,,1,1,2,2,,,1,2,,,1971,,,2,1
511757,3,,1,1,2,1,2,1902,,2,1,1999,,1,2,9,,1904,,2,2,,,1,4,1,1,3,3,2,,,,1974,,,4,1
511942,3,,1,1,2,2,2,1896,,2,2,,,1,4,3,3,1902,,2,2,,,1,3,0,,,,1,3,,,,,,1,1
511987,3,,1,1,1,2,4,1903,,2,2,,,1,1,9,,1913,,2,2,,,2,,,1,5,1,1,7,,,1964,,,2,1
512199,3,,1,1,2,1,2,1910,,2,2,,,1,2,9,,1909,,2,2,,,1,3,1,,,,2,,,2,,,,1,1
512211,3,,1,1,1,1,1,1933,,2,2,,,1,1,9,,1932,,2,2,,,1,5,3,,,,1,2,,,,,,2,1
512368,3,,2,1,1,1,1,1900,,2,1,1988,,1,1,9,,1916,,2,1,2004,,1,4,2,1,1,1,1,1,,,1972,,,5,1
512372,3,,1,1,1,1,1,1912,,2,1,2007,,1,1,9,,1920,,2,2,,,1,1,0,1,2,4,1,6,,,1958,,,2,1
512382,3,,1,1,1,1,1,1919,,2,1,1969,,1,1,9,,1914,,2,1,1982,,1,2,2,1,3,2,1,2,,,1972,,,2,1
512406,3,,1,1,2,1,1,1924,,2,2,,,1,1,9,,1930,,2,1,2007,,1,0,1,1,1,4,2,,,,1992,,,3,1
512411,3,,1,2,,,,,,1,,,,2,,,,,,1,,,,1,1,2,1,0,2,2,,,,1995,,,4,1
512417,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,,,,1,5,,,,,,1,1
512420,3,,2,1,3,2,3,1907,,2,2,,,1,2,9,,1912,,2,2,,,1,1,1,1,3,2,2,,,,1982,,,4,1
512433,3,,2,1,1,1,1,1910,,2,2,,,1,1,9,,1923,,2,2,,,1,1,2,1,1,2,2,,,,1996,,,4,1
512452,3,,2,1,1,1,1,1935,,1,,,,1,1,9,,1945,,1,,,,1,1,1,1,0,1,2,,,,1992,,,4,1
512457,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,1,1,0,2,,,,1967,,,4,1
512459,3,,3,1,3,8,2,1931,,1,,,,1,3,9,,1936,,1,,,,1,1,1,1,1,0,2,,,,1993,,,4,1
512517,3,,3,1,2,1,1,1926,,2,1,1976,,1,2,9,,1930,,1,,,,1,0,2,1,1,0,2,,,,1990,,,3,0
512547,3,,3,1,5,6,4,1935,,1,,,,1,4,2,3,1939,,1,,,,1,1,0,1,2,1,2,,,,1991,,,4,0
512574,3,,2,1,1,1,1,1894,,2,2,,,1,2,9,,1892,,2,2,,,1,1,1,1,0,3,1,3,,,1956,,,2,1
512579,3,,2,2,,,,,,2,2,,,2,,,,,,1,,,,1,1,2,,,,1,2,,,,,,1,1
512687,3,,2,1,1,1,1,1874,,2,1,1932,,1,1,9,,1891,,2,1,1956,,2,,,,,,1,3,,,,,,1,1
512704,3,,1,1,2,1,4,1902,,2,1,1988,,1,2,9,,1905,,2,1,1988,,1,2,1,1,0,1,1,2,,,1960,,,2,1
512768,3,,1,1,2,8,4,1910,,2,1,1987,,1,2,9,,1916,,2,1,2006,,1,1,1,1,1,0,1,1,,,1961,,,2,1
512784,3,,3,1,1,8,1,1925,,1,,,,1,2,9,,1929,,1,,,,1,4,0,2,,,2,,,,1996,,,5,1
512789,3,,3,1,2,8,2,1916,,1,,,,1,2,9,,1923,,1,,,,1,2,0,1,1,0,2,,,,1983,,,4,1
512807,3,,2,1,3,2,3,1905,,2,2,,,1,2,9,,1907,,2,1,1989,,1,2,1,,,,1,4,,,,,,1,1
512843,3,,2,1,2,8,4,1932,,1,,,,1,2,9,,1942,,2,1,2003,,1,1,1,1,2,1,2,,,,1990,,,5,1
512845,3,,3,1,2,1,1,1907,,2,2,,,1,1,9,,1907,,2,2,,,1,1,4,1,1,4,1,3,,,1976,,,2,1
512846,3,,2,1,1,8,1,1906,,2,1,2002,,1,1,9,,,,,,,,1,0,1,,,,2,,,2,,,,3,1
512849,3,,4,1,1,1,4,1939,,2,1,1997,,1,1,9,,1943,,1,,,,1,2,1,1,3,2,2,,,,1989,,,3,1
512850,3,,2,2,,,,,,2,1,2000,,2,,,,,,2,2,,,1,3,1,2,,,2,,,,1985,,,4,1
512858,3,,3,1,2,9,,1931,,2,1,2001,,1,1,9,,1936,,1,,,,1,4,2,1,1,2,2,,,,1981,,,3,1
512881,3,,1,1,3,8,4,1911,,2,1,1999,,1,3,9,,1927,,2,1,1981,,1,6,1,1,1,2,2,,,,1989,,,4,1
512882,3,,1,1,1,1,2,1920,,2,1,2005,,1,3,9,,1923,,1,,,,1,2,4,1,3,1,2,,,,1985,,,4,1
512884,3,,2,1,1,9,,1914,,2,1,2007,,1,1,9,,1925,,2,1,2000,,1,4,3,1,4,6,2,,,,1998,,,5,1
512887,3,,1,1,2,1,2,1932,,2,1,1996,,1,2,9,,1938,,1,,,,1,4,3,1,5,4,2,,,,1990,,,3,1
512892,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,,,,1,3,,,,,,1,1
512897,3,,1,1,4,9,,1884,,2,1,1947,,1,1,9,,1900,,2,1,1982,,2,,,,,,1,2,,,,,,2,1
512908,3,,1,1,2,1,1,1929,,2,2,,,1,2,9,,1936,,1,,,,1,1,2,1,3,1,2,,,,1981,,,4,1
512921,3,,3,1,2,1,2,1920,,2,1,2003,,1,2,8,5,1926,,1,,,,1,0,1,2,,,1,1,,,1976,,,2,0
512928,3,,1,1,2,2,3,1909,,2,1,1997,,1,2,9,,1913,,2,1,1991,,1,0,1,,,,1,3,,2,,,,2,1
512930,3,,1,1,1,2,3,1892,,2,2,,,1,1,9,,1888,,2,2,,,1,1,0,1,2,0,1,1,,,1960,,,2,1
512935,3,,1,1,1,1,2,1912,,2,2,,,1,1,9,,1913,,2,2,,,1,0,1,1,0,1,2,,,,1978,,,4,1
512939,3,,1,1,1,8,4,1900,,2,1,1995,,1,1,9,,1910,,2,1,1997,,1,3,1,1,5,2,1,1,,,1965,,,3,1
512940,3,,1,1,2,1,1,1907,,2,1,1989,,1,1,9,,1907,,2,1,1998,,2,,,1,3,2,1,2,,,1972,,,4,1
512941,3,,1,1,1,1,1,1907,,2,2,,,1,1,9,,1915,,2,2,,,2,,,2,,,1,1,,,1970,,,7,1
512943,3,,2,1,1,1,1,1900,,2,2,,,1,1,9,,1905,,2,2,,,1,0,1,1,0,1,1,1,,,1960,,,2,1
512944,3,,3,1,2,1,2,1926,,1,,,,1,2,9,,1930,,1,,,,1,3,3,1,1,2,1,2,,,1974,,,2,1
512963,3,,1,1,2,1,2,1910,,2,1,1987,,1,2,1,2,1919,,2,1,2004,,1,0,1,1,0,1,1,1,,,1970,,,2,1
512997,3,,2,1,2,8,4,1912,,2,1,1997,,1,2,9,,1921,,1,,,,1,0,1,1,0,1,1,1,,,1964,,,2,1
513045,3,,1,1,2,1,4,1920,,2,1,1999,,1,2,1,2,1924,,2,1,1999,,2,,,1,3,5,2,,,,1984,,,3,1
513053,3,,1,1,2,2,2,1921,,2,1,2008,,1,3,2,4,1925,,1,,,,2,,,1,2,2,2,,,,1978,,,2,1
513064,3,,1,1,3,1,2,1931,,1,,,,1,2,9,,1937,,1,,,,1,0,1,1,3,0,2,,,,1980,,,3,1
513113,3,,2,1,2,1,2,1940,,1,,,,1,2,1,2,1944,,1,,,,1,0,1,1,1,1,2,,,,1991,,,4,1
513131,3,,3,1,5,4,3,1911,,2,1,1999,,1,2,9,,1913,,2,1,1989,,1,2,0,1,1,1,1,2,,,1958,,,2,1
513140,3,,1,2,,,,,,2,1,1964,,2,,,,,,2,2,,,1,4,3,,,,1,2,,2,,,,1,1
513183,3,,3,1,2,8,1,1908,,2,1,1993,,1,2,8,1,1910,,2,1,1993,,1,3,3,,,,2,,,2,,,,1,1
